S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
5110,12/09/2020,Manipur,7579,1533,6002,44
5111,13/09/2020,Manipur,7731,1584,6102,45
5112,14/09/2020,Manipur,7875,1638,6191,46
5113,15/09/2020,Manipur,7971,1585,6340,46
5114,16/09/2020,Manipur,8210,1745,6418,47
5115,17/09/2020,Manipur,8320,1751,6521,48
5116,18/09/2020,Manipur,8430,1841,6538,51
5117,19/09/2020,Manipur,8607,1926,6629,52
5118,20/09/2020,Manipur,8724,1946,6723,55
5119,21/09/2020,Manipur,8894,2070,6767,57
5120,22/09/2020,Manipur,9010,2113,6838,59
5121,23/09/2020,Manipur,9280,2333,6887,60
5122,24/09/2020,Manipur,9376,2206,7108,62
5123,25/09/2020,Manipur,9537,2106,7369,62
5124,26/09/2020,Manipur,9791,2126,7602,63
5125,27/09/2020,Manipur,10051,2306,7681,64
5126,28/09/2020,Manipur,10299,2359,7876,64
5127,29/09/2020,Manipur,10477,2431,7982,64
5128,30/09/2020,Manipur,10746,2642,8039,65
5129,01/10/2020,Manipur,10983,2456,8460,67
5130,02/10/2020,Manipur,11111,2402,8641,68
5131,03/10/2020,Manipur,11397,2336,8992,69
5132,04/10/2020,Manipur,11649,2497,9081,71
5133,05/10/2020,Manipur,11855,2576,9205,74
5134,06/10/2020,Manipur,12105,2696,9334,75
5135,07/10/2020,Manipur,12240,2680,9482,78
5136,08/10/2020,Manipur,12489,2805,9604,80
5137,09/10/2020,Manipur,12679,2877,9719,83
5138,10/10/2020,Manipur,12810,2858,9866,86
5139,11/10/2020,Manipur,13092,2608,10396,88
5140,12/10/2020,Manipur,13326,2731,10504,91
5141,13/10/2020,Manipur,13556,2756,10707,93
5142,14/10/2020,Manipur,13793,2867,10829,97
5143,15/10/2020,Manipur,14094,3076,10915,103
5144,16/10/2020,Manipur,14378,3193,11081,104
5145,17/10/2020,Manipur,14715,3361,11245,109
5146,18/10/2020,Manipur,15141,3587,11443,111
5147,19/10/2020,Manipur,15463,3606,11741,116
5148,20/10/2020,Manipur,15778,3748,11913,117
5149,21/10/2020,Manipur,16062,3882,12059,121
5150,22/10/2020,Manipur,16267,3846,12297,124
5151,23/10/2020,Manipur,16621,4101,12393,127
5152,24/10/2020,Manipur,16777,4083,12562,132
5153,25/10/2020,Manipur,17022,4165,12719,138
5154,26/10/2020,Manipur,17162,4166,12857,139
5155,27/10/2020,Manipur,17424,4223,13057,144
5156,28/10/2020,Manipur,17604,4246,13208,150
5157,29/10/2020,Manipur,17809,4233,13420,156
5158,30/10/2020,Manipur,18051,4308,13583,160
5159,31/10/2020,Manipur,18272,4303,13805,164
5160,01/11/2020,Manipur,18502,3472,14862,168
5161,02/11/2020,Manipur,18750,3514,15065,171
5162,03/11/2020,Manipur,19091,3568,15343,180
5163,04/11/2020,Manipur,19241,3597,15460,184
5164,05/11/2020,Manipur,19503,3698,15618,187
5165,06/11/2020,Manipur,19725,3786,15750,189
5166,15/04/2020,Meghalaya,1,1,0,0
5167,16/04/2020,Meghalaya,7,6,0,1
5168,17/04/2020,Meghalaya,7,6,0,1
5169,18/04/2020,Meghalaya,9,8,0,1
5170,19/04/2020,Meghalaya,11,10,0,1
5171,20/04/2020,Meghalaya,11,10,0,1
5172,21/04/2020,Meghalaya,11,10,0,1
5173,22/04/2020,Meghalaya,12,11,0,1
5174,23/04/2020,Meghalaya,12,11,0,1
5175,24/04/2020,Meghalaya,12,11,0,1
5176,25/04/2020,Meghalaya,12,11,0,1
5177,26/04/2020,Meghalaya,12,11,0,1
5178,27/04/2020,Meghalaya,12,11,0,1
5179,28/04/2020,Meghalaya,12,11,0,1
5180,29/04/2020,Meghalaya,12,11,0,1
5181,30/04/2020,Meghalaya,12,11,0,1
5182,01/05/2020,Meghalaya,12,11,0,1
5183,02/05/2020,Meghalaya,12,11,0,1
5184,03/05/2020,Meghalaya,12,11,0,1
5185,04/05/2020,Meghalaya,12,11,0,1
5186,05/05/2020,Meghalaya,12,11,0,1
5187,06/05/2020,Meghalaya,12,1,10,1
5188,07/05/2020,Meghalaya,12,1,10,1
5189,08/05/2020,Meghalaya,12,1,10,1
5190,09/05/2020,Meghalaya,12,1,10,1
5191,10/05/2020,Meghalaya,13,2,10,1
5192,11/05/2020,Meghalaya,13,2,10,1
5193,12/05/2020,Meghalaya,13,2,10,1
5194,13/05/2020,Meghalaya,13,2,10,1
5195,14/05/2020,Meghalaya,13,2,10,1
5196,15/05/2020,Meghalaya,13,1,11,1
5197,16/05/2020,Meghalaya,13,1,11,1
5198,17/05/2020,Meghalaya,13,1,11,1
5199,18/05/2020,Meghalaya,13,1,11,1
5200,19/05/2020,Meghalaya,13,1,11,1
5201,20/05/2020,Meghalaya,13,0,12,1
5202,21/05/2020,Meghalaya,14,1,12,1
5203,22/05/2020,Meghalaya,14,1,12,1
5204,23/05/2020,Meghalaya,14,1,12,1
5205,24/05/2020,Meghalaya,14,1,12,1
5206,25/05/2020,Meghalaya,14,1,12,1
5207,26/05/2020,Meghalaya,14,1,12,1
5208,27/05/2020,Meghalaya,15,2,12,1
5209,28/05/2020,Meghalaya,20,7,12,1
5210,29/05/2020,Meghalaya,21,8,12,1
5211,30/05/2020,Meghalaya,27,14,12,1
5212,31/05/2020,Meghalaya,27,14,12,1
5213,01/06/2020,Meghalaya,27,14,12,1
5214,02/06/2020,Meghalaya,27,14,12,1
5215,03/06/2020,Meghalaya,27,14,12,1
5216,04/06/2020,Meghalaya,33,19,13,1
5217,05/06/2020,Meghalaya,33,19,13,1
5218,06/06/2020,Meghalaya,33,19,13,1
5219,07/06/2020,Meghalaya,33,19,13,1
5220,08/06/2020,Meghalaya,36,22,13,1
5221,09/06/2020,Meghalaya,36,22,13,1
5222,10/06/2020,Meghalaya,43,29,13,1
5223,11/06/2020,Meghalaya,44,30,13,1
5224,12/06/2020,Meghalaya,44,25,18,1
5225,13/06/2020,Meghalaya,44,21,22,1
5226,14/06/2020,Meghalaya,44,21,22,1
5227,15/06/2020,Meghalaya,44,18,25,1
5228,16/06/2020,Meghalaya,44,18,25,1
5229,17/06/2020,Meghalaya,44,18,25,1
5230,18/06/2020,Meghalaya,44,13,30,1
5231,19/06/2020,Meghalaya,44,13,30,1
5232,20/06/2020,Meghalaya,44,10,33,1
5233,21/06/2020,Meghalaya,44,10,33,1
5234,22/06/2020,Meghalaya,44,10,33,1
5235,23/06/2020,Meghalaya,44,6,37,1
5236,24/06/2020,Meghalaya,46,8,37,1
5237,25/06/2020,Meghalaya,46,3,42,1
5238,26/06/2020,Meghalaya,46,3,42,1
5239,27/06/2020,Meghalaya,47,4,42,1
5240,28/06/2020,Meghalaya,47,4,42,1
5241,29/06/2020,Meghalaya,47,4,42,1
5242,30/06/2020,Meghalaya,47,4,42,1
5243,01/07/2020,Meghalaya,52,9,42,1
5244,02/07/2020,Meghalaya,52,9,42,1
5245,03/07/2020,Meghalaya,56,13,42,1
5246,04/07/2020,Meghalaya,62,18,43,1
5247,05/07/2020,Meghalaya,62,18,43,1
5248,06/07/2020,Meghalaya,62,18,43,1
5249,07/07/2020,Meghalaya,80,36,43,1
5250,08/07/2020,Meghalaya,80,36,43,1
5251,09/07/2020,Meghalaya,80,36,43,1
5252,10/07/2020,Meghalaya,113,45,66,2
5253,11/07/2020,Meghalaya,207,139,66,2
5254,12/07/2020,Meghalaya,207,139,66,2
5255,13/07/2020,Meghalaya,306,238,66,2
5256,14/07/2020,Meghalaya,318,250,66,2
5257,15/07/2020,Meghalaya,318,250,66,2
5258,16/07/2020,Meghalaya,346,278,66,2
5259,17/07/2020,Meghalaya,377,309,66,2
5260,18/07/2020,Meghalaya,403,335,66,2
5261,19/07/2020,Meghalaya,418,350,66,2
5262,20/07/2020,Meghalaya,450,382,66,2
5263,21/07/2020,Meghalaya,466,396,66,4
5264,22/07/2020,Meghalaya,490,416,70,4
5265,23/07/2020,Meghalaya,514,433,77,4
5266,24/07/2020,Meghalaya,534,452,78,4
5267,25/07/2020,Meghalaya,588,496,87,5
5268,26/07/2020,Meghalaya,646,547,94,5
5269,27/07/2020,Meghalaya,702,562,135,5
5270,28/07/2020,Meghalaya,738,547,186,5
5271,29/07/2020,Meghalaya,779,580,194,5
5272,30/07/2020,Meghalaya,784,572,207,5
5273,31/07/2020,Meghalaya,803,588,210,5
5274,01/08/2020,Meghalaya,823,603,215,5
5275,02/08/2020,Meghalaya,856,599,252,5
5276,03/08/2020,Meghalaya,874,605,264,5
5277,04/08/2020,Meghalaya,902,633,264,5
5278,05/08/2020,Meghalaya,917,582,330,5
5279,06/08/2020,Meghalaya,929,594,330,5
5280,07/08/2020,Meghalaya,990,640,345,5
5281,08/08/2020,Meghalaya,1006,590,411,5
5282,09/08/2020,Meghalaya,1023,594,423,6
5283,10/08/2020,Meghalaya,1062,566,490,6
5284,11/08/2020,Meghalaya,1114,610,498,6
5285,12/08/2020,Meghalaya,1136,621,509,6
5286,13/08/2020,Meghalaya,1179,656,517,6
5287,14/08/2020,Meghalaya,1193,640,547,6
5288,15/08/2020,Meghalaya,1228,641,581,6
5289,16/08/2020,Meghalaya,1292,690,596,6
5290,17/08/2020,Meghalaya,1374,693,675,6
5291,18/08/2020,Meghalaya,1418,733,679,6
5292,19/08/2020,Meghalaya,1457,766,685,6
5293,20/08/2020,Meghalaya,1506,806,694,6
5294,21/08/2020,Meghalaya,1661,925,730,6
5295,22/08/2020,Meghalaya,1718,963,749,6
5296,23/08/2020,Meghalaya,1811,1035,769,7
5297,24/08/2020,Meghalaya,1917,1133,776,8
5298,25/08/2020,Meghalaya,1976,1179,789,8
5299,26/08/2020,Meghalaya,2018,1178,832,8
5300,27/08/2020,Meghalaya,2050,1168,874,8
5301,28/08/2020,Meghalaya,2129,1222,899,8
5302,29/08/2020,Meghalaya,2240,1272,958,10
5303,30/08/2020,Meghalaya,2283,1238,1035,10
5304,31/08/2020,Meghalaya,2343,1284,1049,10
5305,01/09/2020,Meghalaya,2368,1196,1162,10
5306,02/09/2020,Meghalaya,2440,1193,1235,12
5307,03/09/2020,Meghalaya,2517,1186,1318,13
5308,04/09/2020,Meghalaya,2626,1220,1393,13
5309,05/09/2020,Meghalaya,2734,1252,1468,14
5310,06/09/2020,Meghalaya,2916,1374,1527,15
5311,07/09/2020,Meghalaya,3005,1433,1556,16
5312,08/09/2020,Meghalaya,3034,1457,1560,17
5313,09/09/2020,Meghalaya,3076,1343,1716,17
5314,10/09/2020,Meghalaya,3197,1355,1823,19
5315,11/09/2020,Meghalaya,3296,1434,1842,20
5316,12/09/2020,Meghalaya,3447,1534,1889,24
5317,13/09/2020,Meghalaya,3615,1570,2020,25
5318,14/09/2020,Meghalaya,3724,1623,2075,26
5319,15/09/2020,Meghalaya,3864,1686,2151,27
5320,16/09/2020,Meghalaya,4036,1818,2190,28
5321,17/09/2020,Meghalaya,4195,1902,2264,29
5322,18/09/2020,Meghalaya,4356,1983,2342,31
5323,19/09/2020,Meghalaya,4445,1976,2437,32
5324,20/09/2020,Meghalaya,4557,2038,2483,36
5325,21/09/2020,Meghalaya,4660,2111,2513,36
5326,22/09/2020,Meghalaya,4733,2169,2527,37
5327,23/09/2020,Meghalaya,4791,2047,2706,38
5328,24/09/2020,Meghalaya,4961,2060,2859,42
5329,25/09/2020,Meghalaya,5078,1977,3058,43
5330,26/09/2020,Meghalaya,5158,1772,3343,43
5331,27/09/2020,Meghalaya,5212,1515,3654,43
5332,28/09/2020,Meghalaya,5302,1480,3779,43
5333,29/09/2020,Meghalaya,5362,1448,3868,46
5334,30/09/2020,Meghalaya,5463,1476,3940,47
5335,01/10/2020,Meghalaya,5639,1615,3975,49
5336,02/10/2020,Meghalaya,5802,1750,4001,51
5337,03/10/2020,Meghalaya,6033,1755,4226,52
5338,04/10/2020,Meghalaya,6456,2083,4319,54
5339,05/10/2020,Meghalaya,6656,2209,4393,54
5340,06/10/2020,Meghalaya,6767,2217,4491,59
5341,07/10/2020,Meghalaya,7037,2371,4606,60
5342,08/10/2020,Meghalaya,7165,2411,4694,60
5343,09/10/2020,Meghalaya,7261,2369,4832,60
5344,10/10/2020,Meghalaya,7388,2424,4903,61
5345,11/10/2020,Meghalaya,7544,2437,5045,62
5346,12/10/2020,Meghalaya,7683,2478,5142,63
5347,13/10/2020,Meghalaya,7771,2434,5273,64
5348,14/10/2020,Meghalaya,7838,2367,5406,65
5349,15/10/2020,Meghalaya,7991,2339,5582,70
5350,16/10/2020,Meghalaya,8164,2445,5646,73
5351,17/10/2020,Meghalaya,8303,2493,5735,75
5352,18/10/2020,Meghalaya,8404,2295,6034,75
5353,19/10/2020,Meghalaya,8508,2151,6282,75
5354,20/10/2020,Meghalaya,8536,2069,6392,75
5355,21/10/2020,Meghalaya,8593,2020,6497,76
5356,22/10/2020,Meghalaya,8621,1870,6674,77
5357,23/10/2020,Meghalaya,8720,1661,6981,78
5358,24/10/2020,Meghalaya,8801,1631,7091,79
5359,25/10/2020,Meghalaya,8882,1574,7228,80
5360,26/10/2020,Meghalaya,9018,1605,7332,81
5361,27/10/2020,Meghalaya,9066,1514,7471,81
5362,28/10/2020,Meghalaya,9136,1411,7643,82
5363,29/10/2020,Meghalaya,9226,1364,7777,85
5364,30/10/2020,Meghalaya,9303,1326,7890,87
5365,31/10/2020,Meghalaya,9382,1170,8125,87
5366,01/11/2020,Meghalaya,9452,1019,8345,88
5367,02/11/2020,Meghalaya,9607,1055,8462,90
5368,03/11/2020,Meghalaya,9678,1009,8579,90
5369,04/11/2020,Meghalaya,9741,971,8680,90
5370,05/11/2020,Meghalaya,9801,959,8752,90
5371,06/11/2020,Meghalaya,9893,989,8813,91
5372,26/03/2020,Mizoram,1,1,0,0
5373,27/03/2020,Mizoram,1,1,0,0
5374,28/03/2020,Mizoram,1,1,0,0
5375,29/03/2020,Mizoram,1,1,0,0
5376,30/03/2020,Mizoram,1,1,0,0
5377,31/03/2020,Mizoram,1,1,0,0
5378,01/04/2020,Mizoram,1,1,0,0
5379,02/04/2020,Mizoram,1,1,0,0
5380,03/04/2020,Mizoram,1,1,0,0
5381,04/04/2020,Mizoram,1,1,0,0
5382,05/04/2020,Mizoram,1,1,0,0
5383,06/04/2020,Mizoram,1,1,0,0
5384,07/04/2020,Mizoram,1,1,0,0
5385,08/04/2020,Mizoram,1,1,0,0
5386,09/04/2020,Mizoram,1,1,0,0
5387,10/04/2020,Mizoram,1,1,0,0
5388,11/04/2020,Mizoram,1,1,0,0
5389,12/04/2020,Mizoram,1,1,0,0
5390,13/04/2020,Mizoram,1,1,0,0
5391,14/04/2020,Mizoram,1,1,0,0
5392,15/04/2020,Mizoram,1,1,0,0
5393,16/04/2020,Mizoram,1,1,0,0
5394,17/04/2020,Mizoram,1,1,0,0
5395,18/04/2020,Mizoram,1,1,0,0
5396,19/04/2020,Mizoram,1,1,0,0
5397,20/04/2020,Mizoram,1,1,0,0
5398,21/04/2020,Mizoram,1,1,0,0
5399,22/04/2020,Mizoram,1,1,0,0
5400,23/04/2020,Mizoram,1,1,0,0
5401,24/04/2020,Mizoram,1,1,0,0
5402,25/04/2020,Mizoram,1,1,0,0
5403,26/04/2020,Mizoram,1,1,0,0
5404,27/04/2020,Mizoram,1,1,0,0
5405,28/04/2020,Mizoram,1,1,0,0
5406,29/04/2020,Mizoram,1,1,0,0
5407,30/04/2020,Mizoram,1,1,0,0
5408,01/05/2020,Mizoram,1,1,0,0
5409,02/05/2020,Mizoram,1,1,0,0
5410,03/05/2020,Mizoram,1,1,0,0
5411,04/05/2020,Mizoram,1,1,0,0
5412,05/05/2020,Mizoram,1,1,0,0
5413,06/05/2020,Mizoram,1,1,0,0
5414,07/05/2020,Mizoram,1,1,0,0
5415,08/05/2020,Mizoram,1,1,0,0
5416,09/05/2020,Mizoram,1,1,0,0
5417,10/05/2020,Mizoram,1,0,1,0
5418,11/05/2020,Mizoram,1,0,1,0
5419,12/05/2020,Mizoram,1,0,1,0
5420,13/05/2020,Mizoram,1,0,1,0
5421,14/05/2020,Mizoram,1,0,1,0
5422,15/05/2020,Mizoram,1,0,1,0
5423,16/05/2020,Mizoram,1,0,1,0
5424,17/05/2020,Mizoram,1,0,1,0
5425,18/05/2020,Mizoram,1,0,1,0
5426,19/05/2020,Mizoram,1,0,1,0
5427,20/05/2020,Mizoram,1,0,1,0
5428,21/05/2020,Mizoram,1,0,1,0
5429,22/05/2020,Mizoram,1,0,1,0
5430,23/05/2020,Mizoram,1,0,1,0
5431,24/05/2020,Mizoram,1,0,1,0
5432,25/05/2020,Mizoram,1,0,1,0
5433,26/05/2020,Mizoram,1,0,1,0
5434,27/05/2020,Mizoram,1,0,1,0
5435,28/05/2020,Mizoram,1,0,1,0
5436,29/05/2020,Mizoram,1,0,1,0
5437,30/05/2020,Mizoram,1,0,1,0
5438,31/05/2020,Mizoram,1,0,1,0
5439,01/06/2020,Mizoram,1,0,1,0
5440,02/06/2020,Mizoram,1,0,1,0
5441,03/06/2020,Mizoram,13,12,1,0
5442,04/06/2020,Mizoram,14,13,1,0
5443,05/06/2020,Mizoram,17,16,1,0
5444,06/06/2020,Mizoram,22,21,1,0
5445,07/06/2020,Mizoram,24,23,1,0
5446,08/06/2020,Mizoram,34,33,1,0
5447,09/06/2020,Mizoram,42,41,1,0
5448,10/06/2020,Mizoram,88,87,1,0
5449,11/06/2020,Mizoram,93,92,1,0
5450,12/06/2020,Mizoram,102,101,1,0
5451,13/06/2020,Mizoram,104,103,1,0
5452,14/06/2020,Mizoram,107,106,1,0
5453,15/06/2020,Mizoram,112,111,1,0
5454,16/06/2020,Mizoram,117,116,1,0
5455,17/06/2020,Mizoram,121,120,1,0
5456,18/06/2020,Mizoram,121,120,1,0
5457,19/06/2020,Mizoram,130,129,1,0
5458,20/06/2020,Mizoram,130,129,1,0
5459,21/06/2020,Mizoram,140,131,9,0
5460,22/06/2020,Mizoram,141,132,9,0
5461,23/06/2020,Mizoram,141,132,9,0
5462,24/06/2020,Mizoram,142,133,9,0
5463,25/06/2020,Mizoram,142,123,19,0
5464,26/06/2020,Mizoram,145,115,30,0
5465,27/06/2020,Mizoram,145,115,30,0
5466,28/06/2020,Mizoram,148,93,55,0
5467,29/06/2020,Mizoram,148,93,55,0
5468,30/06/2020,Mizoram,148,93,55,0
5469,01/07/2020,Mizoram,160,38,122,0
5470,02/07/2020,Mizoram,160,37,123,0
5471,03/07/2020,Mizoram,162,36,126,0
5472,04/07/2020,Mizoram,162,36,126,0
5473,05/07/2020,Mizoram,164,34,130,0
5474,06/07/2020,Mizoram,186,56,130,0
5475,07/07/2020,Mizoram,197,64,133,0
5476,08/07/2020,Mizoram,197,64,133,0
5477,09/07/2020,Mizoram,197,64,133,0
5478,10/07/2020,Mizoram,197,64,133,0
5479,11/07/2020,Mizoram,226,83,143,0
5480,12/07/2020,Mizoram,227,77,150,0
5481,13/07/2020,Mizoram,231,81,150,0
5482,14/07/2020,Mizoram,233,82,151,0
5483,15/07/2020,Mizoram,238,79,159,0
5484,16/07/2020,Mizoram,238,79,159,0
5485,17/07/2020,Mizoram,272,112,160,0
5486,18/07/2020,Mizoram,282,122,160,0
5487,19/07/2020,Mizoram,284,117,167,0
5488,20/07/2020,Mizoram,284,117,167,0
5489,21/07/2020,Mizoram,297,129,168,0
5490,22/07/2020,Mizoram,317,149,168,0
5491,23/07/2020,Mizoram,317,138,179,0
5492,24/07/2020,Mizoram,332,149,183,0
5493,25/07/2020,Mizoram,361,178,183,0
5494,26/07/2020,Mizoram,361,178,183,0
5495,27/07/2020,Mizoram,361,168,193,0
5496,28/07/2020,Mizoram,384,191,193,0
5497,29/07/2020,Mizoram,384,186,198,0
5498,30/07/2020,Mizoram,398,183,215,0
5499,31/07/2020,Mizoram,408,174,234,0
5500,01/08/2020,Mizoram,412,165,247,0
5501,02/08/2020,Mizoram,468,215,253,0
5502,03/08/2020,Mizoram,482,224,258,0
5503,04/08/2020,Mizoram,501,235,266,0
5504,05/08/2020,Mizoram,504,222,282,0
5505,06/08/2020,Mizoram,537,251,286,0
5506,07/08/2020,Mizoram,539,251,288,0
5507,08/08/2020,Mizoram,566,277,289,0
5508,09/08/2020,Mizoram,593,297,296,0
5509,10/08/2020,Mizoram,620,322,298,0
5510,11/08/2020,Mizoram,623,300,323,0
5511,12/08/2020,Mizoram,648,325,323,0
5512,13/08/2020,Mizoram,649,319,330,0
5513,14/08/2020,Mizoram,649,306,343,0
5514,15/08/2020,Mizoram,657,309,348,0
5515,16/08/2020,Mizoram,777,421,356,0
5516,17/08/2020,Mizoram,789,418,371,0
5517,18/08/2020,Mizoram,789,417,372,0
5518,19/08/2020,Mizoram,860,481,379,0
5519,20/08/2020,Mizoram,873,489,384,0
5520,21/08/2020,Mizoram,895,493,402,0
5521,22/08/2020,Mizoram,903,483,420,0
5522,23/08/2020,Mizoram,917,494,423,0
5523,24/08/2020,Mizoram,918,459,459,0
5524,25/08/2020,Mizoram,953,492,461,0
5525,26/08/2020,Mizoram,967,503,464,0
5526,27/08/2020,Mizoram,967,494,473,0
5527,28/08/2020,Mizoram,974,474,500,0
5528,29/08/2020,Mizoram,1003,494,509,0
5529,30/08/2020,Mizoram,1008,424,584,0
5530,31/08/2020,Mizoram,1011,422,589,0
5531,01/09/2020,Mizoram,1011,420,591,0
5532,02/09/2020,Mizoram,1020,408,612,0
5533,03/09/2020,Mizoram,1020,359,661,0
5534,04/09/2020,Mizoram,1040,369,671,0
5535,05/09/2020,Mizoram,1046,363,683,0
5536,06/09/2020,Mizoram,1062,344,718,0
5537,07/09/2020,Mizoram,1114,380,734,0
5538,08/09/2020,Mizoram,1114,379,735,0
5539,09/09/2020,Mizoram,1123,378,745,0
5540,10/09/2020,Mizoram,1192,442,750,0
5541,11/09/2020,Mizoram,1333,583,750,0
5542,12/09/2020,Mizoram,1379,589,790,0
5543,13/09/2020,Mizoram,1414,591,823,0
5544,14/09/2020,Mizoram,1428,598,830,0
5545,15/09/2020,Mizoram,1468,549,919,0
5546,16/09/2020,Mizoram,1480,558,922,0
5547,17/09/2020,Mizoram,1506,567,939,0
5548,18/09/2020,Mizoram,1534,585,949,0
5549,19/09/2020,Mizoram,1548,575,973,0
5550,20/09/2020,Mizoram,1578,588,990,0
5551,21/09/2020,Mizoram,1585,583,1002,0
5552,22/09/2020,Mizoram,1692,680,1012,0
5553,23/09/2020,Mizoram,1713,690,1023,0
5554,24/09/2020,Mizoram,1713,618,1095,0
5555,25/09/2020,Mizoram,1786,681,1105,0
5556,26/09/2020,Mizoram,1835,546,1289,0
5557,27/09/2020,Mizoram,1865,549,1316,0
5558,28/09/2020,Mizoram,1908,535,1373,0
5559,29/09/2020,Mizoram,1958,499,1459,0
5560,30/09/2020,Mizoram,1986,410,1576,0
5561,01/10/2020,Mizoram,2017,420,1597,0
5562,02/10/2020,Mizoram,2049,328,1721,0
5563,03/10/2020,Mizoram,2103,344,1759,0
5564,04/10/2020,Mizoram,2120,348,1772,0
5565,05/10/2020,Mizoram,2120,313,1807,0
5566,06/10/2020,Mizoram,2128,291,1837,0
5567,07/10/2020,Mizoram,2148,261,1887,0
5568,08/10/2020,Mizoram,2150,231,1919,0
5569,09/10/2020,Mizoram,2157,220,1937,0
5570,10/10/2020,Mizoram,2162,188,1974,0
5571,11/10/2020,Mizoram,2175,191,1984,0
5572,12/10/2020,Mizoram,2184,174,2010,0
5573,13/10/2020,Mizoram,2202,156,2046,0
5574,14/10/2020,Mizoram,2212,119,2093,0
5575,15/10/2020,Mizoram,2220,112,2108,0
5576,16/10/2020,Mizoram,2229,108,2121,0
5577,17/10/2020,Mizoram,2245,112,2133,0
5578,18/10/2020,Mizoram,2253,108,2145,0
5579,19/10/2020,Mizoram,2253,105,2148,0
5580,20/10/2020,Mizoram,2280,129,2151,0
5581,21/10/2020,Mizoram,2310,145,2165,0
5582,22/10/2020,Mizoram,2341,167,2174,0
5583,23/10/2020,Mizoram,2359,184,2175,0
5584,24/10/2020,Mizoram,2387,198,2189,0
5585,25/10/2020,Mizoram,2447,249,2198,0
5586,26/10/2020,Mizoram,2493,290,2203,0
5587,27/10/2020,Mizoram,2527,315,2212,0
5588,28/10/2020,Mizoram,2607,374,2233,0
5589,29/10/2020,Mizoram,2656,417,2238,1
5590,30/10/2020,Mizoram,2694,435,2258,1
5591,31/10/2020,Mizoram,2722,437,2284,1
5592,01/11/2020,Mizoram,2753,461,2291,1
5593,02/11/2020,Mizoram,2757,433,2323,1
5594,03/11/2020,Mizoram,2792,444,2347,1
5595,04/11/2020,Mizoram,2893,516,2376,1
5596,05/11/2020,Mizoram,2958,521,2435,2
5597,06/11/2020,Mizoram,2990,515,2473,2
5598,14/04/2020,Nagaland,1,1,0,0
5599,15/04/2020,Nagaland,0,0,0,0
5600,16/04/2020,Nagaland,0,0,0,0
5601,17/04/2020,Nagaland,0,0,0,0
5602,18/04/2020,Nagaland,0,0,0,0
5603,19/04/2020,Nagaland,0,0,0,0
5604,20/04/2020,Nagaland,0,0,0,0
5605,21/04/2020,Nagaland,0,0,0,0
5606,26/05/2020,Nagaland,3,3,0,0
5607,27/05/2020,Nagaland,4,4,0,0
5608,28/05/2020,Nagaland,4,4,0,0
5609,29/05/2020,Nagaland,18,18,0,0
5610,30/05/2020,Nagaland,25,25,0,0
5611,31/05/2020,Nagaland,36,36,0,0
5612,01/06/2020,Nagaland,43,43,0,0
5613,02/06/2020,Nagaland,43,43,0,0
5614,03/06/2020,Nagaland,49,49,0,0
5615,04/06/2020,Nagaland,58,58,0,0
5616,05/06/2020,Nagaland,80,80,0,0
5617,06/06/2020,Nagaland,94,94,0,0
5618,07/06/2020,Nagaland,107,107,0,0
5619,08/06/2020,Nagaland,118,110,8,0
5620,09/06/2020,Nagaland,123,115,8,0
5621,10/06/2020,Nagaland,127,117,10,0
5622,11/06/2020,Nagaland,128,106,22,0
5623,12/06/2020,Nagaland,128,106,22,0
5624,13/06/2020,Nagaland,156,107,49,0
5625,14/06/2020,Nagaland,163,87,76,0
5626,15/06/2020,Nagaland,168,80,88,0
5627,16/06/2020,Nagaland,177,85,92,0
5628,17/06/2020,Nagaland,179,87,92,0
5629,18/06/2020,Nagaland,193,90,103,0
5630,19/06/2020,Nagaland,193,90,103,0
5631,20/06/2020,Nagaland,198,73,125,0
5632,21/06/2020,Nagaland,201,63,138,0
5633,22/06/2020,Nagaland,211,70,141,0
5634,23/06/2020,Nagaland,280,139,141,0
5635,24/06/2020,Nagaland,330,189,141,0
5636,25/06/2020,Nagaland,347,199,148,0
5637,26/06/2020,Nagaland,355,195,160,0
5638,27/06/2020,Nagaland,371,209,162,0
5639,28/06/2020,Nagaland,387,223,164,0
5640,29/06/2020,Nagaland,415,251,164,0
5641,30/06/2020,Nagaland,434,266,168,0
5642,01/07/2020,Nagaland,459,291,168,0
5643,02/07/2020,Nagaland,459,291,168,0
5644,03/07/2020,Nagaland,501,319,182,0
5645,04/07/2020,Nagaland,539,311,228,0
5646,05/07/2020,Nagaland,563,335,228,0
5647,06/07/2020,Nagaland,590,359,231,0
5648,07/07/2020,Nagaland,625,382,243,0
5649,08/07/2020,Nagaland,625,382,243,0
5650,09/07/2020,Nagaland,657,353,304,0
5651,10/07/2020,Nagaland,673,369,304,0
5652,11/07/2020,Nagaland,732,428,304,0
5653,12/07/2020,Nagaland,748,435,313,0
5654,13/07/2020,Nagaland,774,447,327,0
5655,14/07/2020,Nagaland,845,505,340,0
5656,15/07/2020,Nagaland,896,550,346,0
5657,16/07/2020,Nagaland,902,554,348,0
5658,17/07/2020,Nagaland,916,525,391,0
5659,18/07/2020,Nagaland,956,551,405,0
5660,19/07/2020,Nagaland,978,546,432,0
5661,20/07/2020,Nagaland,988,543,445,0
5662,21/07/2020,Nagaland,1021,537,484,0
